num_chars_from,uppercase_percentage_from,date,content_type,content_transfer_encoding,num_chars_message_id,label
15,0.0,2017-02-20 17:31:33,multipart/alternative,NULL,59,1
24,15.789473684210526,2017-02-20 18:35:10,multipart/alternative,NULL,NULL,1
46,0.0,2017-02-20 07:51:31,multipart/alternative,NULL,NULL,1
24,15.789473684210526,2017-02-20 20:40:29,multipart/alternative,NULL,NULL,1
29,0.0,2017-02-21 13:48:33,multipart/alternative,NULL,65,1
21,0.0,2017-02-21 19:17:23,multipart/alternative,NULL,NULL,1
24,15.789473684210526,2017-02-22 16:11:08,multipart/alternative,NULL,NULL,1
16,0.0,2017-02-21 11:05:29,multipart/alternative,NULL,NULL,1
17,0.0,2017-02-22 17:09:34,multipart/alternative,NULL,NULL,1
17,0.0,2017-02-24 11:00:38,multipart/alternative,NULL,53,1
19,0.0,2017-02-24 18:30:27,text/html,NULL,NULL,1
28,0,2017-02-25 12:38:57,multipart/alternative,NULL,NULL,1
23,0.0,2017-02-20 02:02:31,multipart/alternative,NULL,NULL,1
26,0.0,2017-02-27 17:06:48,text/html,8bit,NULL,1
51,2.272727272727273,2017-02-28 10:36:20,multipart/mixed,NULL,54,1
21,0.0,2017-02-28 12:26:34,multipart/mixed,NULL,48,1
28,0.0,2017-02-28 00:11:20,NULL,NULL,NULL,1
30,0.0,2017-02-28 19:06:45,text/html,8bit,50,1
16,7.6923076923076925,2017-03-02 19:08:14,text/html,7bit,47,1
25,10.0,2017-03-03 12:42:24,multipart/alternative,NULL,NULL,1
25,10.0,2017-03-03 04:38:08,multipart/alternative,NULL,NULL,1
28,0.0,2017-03-03 23:57:31,NULL,NULL,NULL,1
28,0.0,2017-03-04 06:50:20,multipart/alternative,NULL,NULL,1
NULL,NULL,2017-03-03 10:33:57,multipart/alternative,NULL,NULL,1
24,0.0,2017-03-04 06:12:05,multipart/related,NULL,47,1
22,0.0,2017-03-04 18:38:46,multipart/alternative,NULL,NULL,1
29,31.57894736842105,2017-03-05 15:43:10,multipart/mixed,NULL,43,1
16,0.0,2017-03-06 03:12:36,text/html,quoted-printable,41,1
19,0.0,2017-03-07 23:58:33,text/html,quoted-printable,39,1
29,0.0,2017-03-10 15:20:39,multipart/alternative,NULL,56,1
14,0.0,2017-03-11 06:04:49,text/html,quoted-printable,49,1
28,0.0,2017-03-10 09:30:48,NULL,NULL,NULL,1
24,5.0,2017-03-11 23:39:40,multipart/alternative,NULL,NULL,1
27,35.294117647058826,2017-03-12 10:38:45,multipart/alternative,NULL,55,1
28,0.0,2017-03-09 21:29:35,NULL,NULL,NULL,1
24,4.761904761904762,2017-03-12 23:16:30,multipart/alternative,NULL,64,1
16,18.181818181818183,2017-03-14 21:14:15,multipart/alternative,NULL,74,1
24,0.0,2017-03-15 02:47:54,multipart/related,NULL,47,1
NULL,NULL,2017-03-15 08:32:00,multipart/alternative,NULL,58,1
15,0.0,2017-03-15 13:37:13,multipart/alternative,8bit,45,1
36,0.0,2017-03-15 16:41:17,multipart/alternative,NULL,47,1
25,0.0,2017-03-18 18:41:30,multipart/alternative,NULL,NULL,1
31,0.0,2017-03-19 08:27:52,multipart/alternative,NULL,NULL,1
14,0.0,2017-03-20 07:26:28,multipart/alternative,NULL,NULL,1
72,3.389830508474576,2017-03-22 15:02:42,multipart/related,NULL,53,1
66,3.7037037037037033,2017-03-22 23:59:49,multipart/related,NULL,53,1
32,25.0,2017-03-23 18:04:56,multipart/alternative,NULL,80,1
27,0.0,2017-03-24 02:01:36,multipart/alternative,NULL,NULL,1
27,0.0,2017-03-24 02:34:16,multipart/alternative,NULL,NULL,1
24,0.0,2017-03-27 02:41:20,multipart/alternative,NULL,49,1
27,0.0,2017-03-26 18:36:01,NULL,NULL,NULL,1
17,7.142857142857142,2017-03-27 17:42:02,NULL,NULL,NULL,1
30,8.333333333333332,2017-03-29 01:26:33,multipart/alternative,NULL,70,1
28,8.695652173913043,2017-03-29 01:53:24,multipart/alternative,NULL,70,1
22,0.0,2017-03-30 12:04:21,multipart/alternative,NULL,NULL,1
22,0.0,2017-03-30 14:31:23,multipart/alternative,NULL,NULL,1
24,0.0,2017-03-31 18:40:52,NULL,NULL,NULL,1
19,6.25,2017-04-01 06:26:50,NULL,NULL,NULL,1
33,27.27272727272727,2017-04-05 15:29:53,multipart/mixed,NULL,NULL,1
28,0.0,2017-04-03 15:04:33,text/html,quoted-printable,57,1
22,0.0,2017-04-06 11:22:05,multipart/alternative,NULL,NULL,1
22,0.0,2017-04-06 12:22:56,multipart/alternative,NULL,NULL,1
25,0.0,2017-04-08 08:27:23,multipart/alternative,NULL,49,1
4,33.33333333333333,2017-04-09 12:51:57,multipart/mixed,NULL,63,1
38,0.0,2017-04-11 20:59:04,text/html,base64,NULL,1
21,0.0,2017-04-11 00:27:39,multipart/alternative,NULL,NULL,1
25,0.0,2017-04-12 09:25:24,multipart/mixed,NULL,NULL,1
19,0.0,2017-04-13 08:56:21,text/html,base64,59,1
20,0.0,2017-04-16 22:02:28,multipart/alternative,NULL,NULL,1
15,0.0,2017-04-17 20:31:29,multipart/alternative,NULL,NULL,1
28,0.0,2017-04-19 18:34:17,multipart/related,NULL,49,1
28,0.0,2017-04-20 22:35:33,text/html,quoted-printable,NULL,1
24,0.0,2017-04-21 04:20:36,multipart/related,NULL,47,1
16,0.0,2017-04-21 19:01:16,multipart/alternative,NULL,NULL,1
18,0.0,2017-04-24 15:15:22,multipart/mixed,NULL,NULL,1
18,0.0,2017-04-24 16:22:27,multipart/mixed,NULL,NULL,1
16,0.0,2017-04-24 18:46:59,multipart/alternative,NULL,NULL,1
21,0.0,2017-04-28 10:19:49,text/html,quoted-printable,46,1
32,8.695652173913043,2017-04-29 01:30:07,multipart/alternative,NULL,57,1
24,0.0,2017-04-30 00:57:18,multipart/mixed,NULL,NULL,1
24,0.0,2017-04-30 01:24:14,multipart/mixed,NULL,NULL,1
24,0.0,2017-04-30 04:02:39,multipart/related,NULL,47,1
24,0.0,2017-04-30 03:42:26,multipart/mixed,NULL,NULL,1
18,0.0,2017-04-26 21:48:09,multipart/alternative,NULL,NULL,1
23,0.0,2017-04-30 22:19:09,multipart/alternative,NULL,NULL,1
10,0.0,2017-05-01 17:26:20,multipart/alternative,NULL,NULL,1
20,0.0,2017-05-01 20:00:14,multipart/alternative,NULL,NULL,1
20,0.0,2017-05-01 20:24:35,multipart/alternative,NULL,NULL,1
53,0.0,2017-05-02 06:45:18,text/html,quoted-printable,NULL,1
20,0.0,2017-05-03 16:39:02,multipart/alternative,NULL,NULL,1
20,0.0,2017-05-03 17:13:08,multipart/alternative,NULL,NULL,1
30,13.043478260869565,2017-05-03 17:19:52,text/html,quoted-printable,42,1
28,0.0,2017-05-05 19:59:32,multipart/alternative,NULL,80,1
24,0.0,2017-05-06 18:27:26,multipart/related,NULL,47,1
15,0.0,2017-05-06 19:01:19,multipart/alternative,NULL,NULL,1
16,0.0,2017-05-08 00:23:52,text/html,quoted-printable,64,1
17,0.0,2017-05-08 08:35:40,multipart/alternative,NULL,54,1
21,0.0,2017-05-08 11:41:49,multipart/alternative,NULL,NULL,1
23,0.0,2017-05-08 21:00:19,multipart/alternative,NULL,62,1
16,0.0,2017-05-09 04:58:45,multipart/alternative,NULL,44,1
16,0.0,2017-05-09 20:20:59,text/plain,quoted-printable,NULL,1
23,0.0,2017-05-11 01:58:37,multipart/alternative,NULL,53,1
20,0.0,2017-05-11 06:21:00,multipart/alternative,NULL,NULL,1
29,4.3478260869565215,2017-05-12 15:17:00,multipart/mixed,NULL,80,1
16,0.0,2017-05-12 18:31:21,multipart/mixed,NULL,NULL,1
25,0.0,2017-05-14 06:49:12,NULL,NULL,NULL,1
14,0.0,2017-05-14 22:50:20,text/plain,quoted-printable,NULL,1
18,0.0,2017-05-15 04:08:21,text/plain,quoted-printable,NULL,1
30,0.0,2017-05-14 22:39:57,text/plain,7bit,67,1
15,0.0,2017-05-15 14:00:08,text/plain,quoted-printable,NULL,1
20,0.0,2017-05-17 15:14:07,multipart/mixed,NULL,NULL,1
17,150.0,2017-05-17 17:11:10,multipart/alternative,NULL,70,1
28,0.0,2017-05-17 20:13:08,multipart/alternative,NULL,NULL,1
21,0.0,2017-05-18 00:55:43,multipart/alternative,NULL,NULL,1
21,0.0,2017-05-18 13:49:46,multipart/alternative,NULL,NULL,1
22,0.0,2017-05-18 22:16:29,multipart/mixed,NULL,NULL,1
29,0.0,2017-05-22 20:47:40,multipart/alternative,NULL,85,1
25,0.0,2017-05-22 20:41:37,multipart/alternative,NULL,NULL,1
25,0.0,2017-05-22 20:37:25,multipart/alternative,NULL,NULL,1
25,0.0,2017-05-22 20:48:18,multipart/alternative,NULL,NULL,1
29,4.0,2017-05-23 12:18:39,multipart/alternative,NULL,NULL,1
29,4.545454545454546,2017-05-23 23:24:37,text/html,quoted-printable,52,1
27,8.695652173913043,2017-05-24 22:30:55,multipart/alternative,NULL,NULL,1
34,0.0,2017-05-26 20:00:32,NULL,NULL,NULL,1
15,0.0,2017-05-29 17:31:07,multipart/alternative,NULL,64,1
24,0.0,2017-05-30 00:33:06,text/html,7bit,NULL,1
26,9.523809523809524,2017-05-31 13:16:30,multipart/alternative,NULL,68,1
23,5.555555555555555,2017-06-01 17:10:10,text/html,base64,NULL,1
16,0.0,2017-06-02 15:42:32,multipart/alternative,NULL,NULL,1
16,0.0,2017-06-02 15:48:58,multipart/alternative,NULL,NULL,1
19,0.0,2017-06-03 10:56:35,text/html,7bit,39,1
30,0.0,2017-06-05 14:05:09,multipart/alternative,NULL,NULL,1
28,0.0,2017-06-06 03:42:18,text/html,quoted-printable,46,1
30,0.0,2017-06-06 03:57:36,multipart/alternative,NULL,NULL,1
19,0.0,2017-06-06 13:30:07,multipart/alternative,NULL,NULL,1
20,0.0,2017-06-07 11:34:35,multipart/alternative,NULL,52,1
20,0.0,2017-06-07 15:35:27,multipart/alternative,NULL,80,1
21,0.0,2017-06-08 16:45:08,multipart/alternative,NULL,NULL,1
27,10.526315789473683,2017-06-08 20:22:43,multipart/alternative,NULL,72,1
28,0.0,2017-06-09 05:37:02,text/html,8bit,54,1
37,0.0,2017-06-10 20:21:35,NULL,NULL,NULL,1
18,0.0,2017-06-11 07:23:55,multipart/mixed,NULL,NULL,1
24,0.0,2017-06-11 14:14:57,multipart/alternative,NULL,NULL,1
25,0.0,2017-06-12 10:30:07,multipart/alternative,NULL,NULL,1
21,14.285714285714285,2017-06-12 12:58:18,multipart/alternative,NULL,64,1
32,12.5,2017-06-12 17:32:34,multipart/alternative,NULL,65,1
22,0.0,2017-06-13 11:47:46,text/html,quoted-printable,48,1
28,8.695652173913043,2017-06-12 23:25:27,multipart/alternative,NULL,69,1
30,0.0,2017-06-13 19:51:07,multipart/alternative,NULL,69,1
28,0.0,2017-06-14 01:12:58,multipart/alternative,NULL,NULL,1
20,0.0,2017-06-17 23:54:16,text/html,7bit,NULL,1
19,0.0,2017-06-20 10:54:56,text/html,quoted-printable,46,1
19,0.0,2017-06-15 07:15:43,multipart/mixed,NULL,NULL,1
15,0.0,2017-06-21 08:29:00,multipart/alternative,NULL,NULL,1
21,0.0,2017-06-25 17:59:27,multipart/alternative,NULL,NULL,1
21,0.0,2017-06-25 14:46:43,text/html,8bit,48,1
21,0.0,2017-06-26 10:04:40,multipart/alternative,NULL,NULL,1
11,0.0,2017-06-27 09:32:13,text/html,quoted-printable,41,1
28,0.0,2017-06-28 07:40:37,multipart/mixed,NULL,NULL,1
21,0.0,2017-06-28 08:18:24,multipart/alternative,NULL,NULL,1
23,11.11111111111111,2017-07-02 14:08:03,multipart/alternative,NULL,83,1
19,0.0,2017-07-03 18:32:29,multipart/related,NULL,40,1
24,0.0,2017-07-09 09:17:02,NULL,NULL,NULL,1
16,0.0,2017-07-10 17:03:43,multipart/alternative,NULL,NULL,1
16,0.0,2017-07-10 18:34:13,multipart/alternative,NULL,NULL,1
19,0.0,2017-07-12 00:28:02,multipart/alternative,NULL,NULL,1
20,0.0,2017-07-12 17:32:43,multipart/alternative,NULL,NULL,1
22,0.0,2017-07-12 22:06:35,text/html,quoted-printable,47,1
21,0.0,2017-07-13 18:18:26,text/html,quoted-printable,37,1
27,8.695652173913043,2017-07-13 16:38:34,multipart/mixed,NULL,57,1
19,0.0,2017-07-14 05:11:44,multipart/alternative,NULL,NULL,1
37,0.0,2017-07-14 21:24:43,multipart/related,NULL,41,1
18,0.0,2017-07-12 09:50:50,multipart/alternative,NULL,NULL,1
15,0.0,2017-07-15 07:24:52,multipart/related,NULL,41,1
28,0.0,2017-07-16 15:02:25,text/html,base64,NULL,1
23,0.0,2017-07-18 03:18:59,multipart/alternative,NULL,NULL,1
14,0.0,2017-07-19 23:41:52,multipart/alternative,NULL,NULL,1
38,0.0,2017-07-20 18:31:28,multipart/alternative,NULL,59,1
23,0.0,2017-07-25 05:21:21,multipart/alternative,NULL,47,1
20,38.46153846153847,2017-07-26 10:48:16,multipart/mixed,NULL,45,1
21,0.0,2017-07-26 20:53:39,multipart/alternative,NULL,NULL,1
34,0.0,2017-07-27 23:36:53,text/html,8bit,61,1
24,0.0,2017-07-20 20:43:31,multipart/mixed,NULL,NULL,1
16,0.0,2017-08-01 10:16:27,text/html,8bit,47,1
25,10.0,2017-08-01 17:28:49,multipart/alternative,NULL,78,1
17,0.0,2017-08-02 04:59:46,multipart/alternative,NULL,NULL,1
17,0.0,2017-08-02 05:52:16,multipart/alternative,NULL,NULL,1
17,0.0,2017-08-03 02:37:06,multipart/alternative,NULL,NULL,1
22,0.0,2017-08-03 05:43:53,NULL,NULL,NULL,1
28,0.0,2017-08-03 06:27:09,NULL,NULL,NULL,1
27,0.0,2017-08-03 09:24:04,NULL,NULL,NULL,1
22,0.0,2017-08-03 06:08:08,NULL,NULL,NULL,1
25,10.526315789473683,2017-08-03 14:09:05,multipart/signed,NULL,71,1
27,0.0,2017-08-03 09:55:36,NULL,NULL,NULL,1
22,0.0,2017-08-03 09:22:48,NULL,NULL,NULL,1
22,0.0,2017-08-03 08:40:00,NULL,NULL,NULL,1
24,0.0,2017-08-04 06:27:08,text/html,quoted-printable,50,1
21,0.0,2017-08-05 04:36:02,text/html,quoted-printable,47,1
18,0.0,2017-08-08 22:42:02,multipart/alternative,NULL,82,1
42,0.0,2017-08-10 15:45:51,multipart/mixed,NULL,68,1
19,0.0,2017-08-11 02:29:29,multipart/alternative,NULL,NULL,1
24,0.0,2017-08-11 10:58:11,text/html,quoted-printable,47,1
19,0.0,2017-08-13 22:51:57,text/html,7bit,NULL,1
25,0.0,2017-08-14 17:27:15,multipart/mixed,NULL,44,1
23,0.0,2017-08-15 12:03:45,multipart/alternative,NULL,NULL,1
27,0.0,2017-08-15 21:43:02,multipart/alternative,NULL,62,1
27,0.0,2017-08-15 22:30:38,multipart/alternative,NULL,54,1
28,8.695652173913043,2017-08-16 19:27:01,multipart/alternative,NULL,56,1
29,0.0,2017-08-17 23:07:59,multipart/mixed,NULL,52,1
22,5.263157894736842,2017-08-18 04:24:51,text/html,quoted-printable,48,1
24,0.0,2017-08-20 21:50:58,text/html,8bit,57,1
22,0.0,2017-08-21 00:13:14,multipart/alternative,NULL,NULL,1
27,0.0,2017-08-22 14:56:01,multipart/alternative,NULL,60,1
24,0.0,2017-08-24 00:28:40,multipart/alternative,NULL,NULL,1
19,6.25,2017-08-24 13:33:12,multipart/mixed,NULL,NULL,1
19,0.0,2017-08-23 22:02:59,text/html,quoted-printable,47,1
29,0.0,2017-08-24 18:40:42,text/plain,quoted-printable,74,1
19,0.0,2017-08-24 19:13:35,multipart/alternative,NULL,48,1
35,0.0,2017-08-25 01:14:28,multipart/alternative,NULL,82,1
35,8.0,2017-08-25 18:16:16,multipart/alternative,NULL,66,1
19,0.0,2017-08-25 23:48:25,multipart/alternative,NULL,80,1
24,0.0,2017-08-28 09:26:34,text/html,quoted-printable,52,1
26,9.523809523809524,2017-08-29 16:54:58,multipart/alternative,NULL,58,1
22,0.0,2017-09-01 00:57:58,multipart/alternative,NULL,NULL,1
30,0.0,2017-09-01 15:26:14,multipart/alternative,NULL,82,1
18,6.666666666666667,2017-09-03 06:54:12,text/html,NULL,NULL,1
23,0.0,2017-09-02 19:12:36,multipart/alternative,NULL,NULL,1
13,10.0,2017-09-03 09:46:33,text/html,NULL,NULL,1
27,0.0,2017-09-03 17:25:05,multipart/related,NULL,47,1
19,0.0,2017-09-05 21:26:10,multipart/alternative,NULL,37,1
12,0.0,2017-09-07 13:45:25,multipart/alternative,NULL,54,1
21,26.666666666666668,2017-09-08 14:42:22,multipart/alternative,NULL,60,1
18,0.0,2017-09-11 10:39:14,text/html,quoted-printable,47,1
15,8.333333333333332,2017-09-11 13:06:47,NULL,NULL,NULL,1
19,13.333333333333334,2017-09-13 01:16:40,text/html,NULL,NULL,1
21,0.0,2017-09-14 19:10:35,multipart/alternative,NULL,NULL,1
21,0.0,2017-09-15 17:17:55,multipart/mixed,NULL,54,1
15,0.0,2017-09-16 01:02:06,multipart/alternative,NULL,48,1
23,0.0,2017-09-18 19:51:09,multipart/alternative,NULL,82,1
16,0.0,2017-09-21 08:07:06,multipart/alternative,NULL,NULL,1
24,0.0,2017-09-21 19:14:01,text/html,base64,NULL,1
22,0.0,2017-09-22 13:06:36,multipart/alternative,NULL,NULL,1
29,4.545454545454546,2017-09-22 20:49:02,text/html,quoted-printable,52,1
45,0.0,2017-09-24 13:10:51,text/html,quoted-printable,NULL,1
23,0.0,2017-09-26 00:52:48,text/html,8bit,NULL,1
25,9.523809523809524,2017-09-26 18:10:44,multipart/mixed,NULL,55,1
17,0.0,2017-09-26 20:41:53,multipart/alternative,NULL,NULL,1
19,13.333333333333334,2017-09-27 13:06:54,multipart/alternative,NULL,63,1
63,0.0,2017-09-27 14:24:54,text/html,quoted-printable,57,1
24,133.33333333333331,2019-01-11 19:41:20,NULL,NULL,23,1
24,66.66666666666666,2018-01-03 16:08:21,multipart/alternative,NULL,69,1
23,0.0,2018-01-05 20:10:56,multipart/alternative,NULL,55,1
29,0.0,2018-01-08 14:03:57,multipart/related,NULL,47,1
17,0.0,2018-01-08 21:06:17,text/plain,quoted-printable,NULL,1
27,0.0,2018-01-09 15:08:59,text/html,quoted-printable,49,1
27,0.0,2018-01-10 06:31:06,text/html,quoted-printable,49,1
53,0.0,2018-01-11 00:44:34,multipart/mixed,NULL,68,1
15,0.0,2018-01-11 13:57:28,text/html,quoted-printable,44,1
17,0.0,2018-01-16 14:49:49,text/plain,quoted-printable,64,1
20,0.0,2018-01-18 16:49:14,multipart/alternative,NULL,61,1
30,0.0,2018-01-20 17:26:53,NULL,NULL,NULL,1
17,0.0,2018-01-21 20:23:15,text/html,NULL,NULL,1
15,18.181818181818183,2018-01-22 12:08:19,NULL,NULL,NULL,1
21,0.0,2018-01-22 14:42:21,multipart/alternative,NULL,NULL,1
18,0.0,2018-01-23 13:18:54,text/html,quoted-printable,41,1
56,0.0,2018-01-23 12:11:33,multipart/alternative,NULL,NULL,1
30,0.0,2018-01-25 02:28:41,multipart/related,NULL,44,1
29,0.0,2018-01-25 13:35:00,text/html,quoted-printable,68,1
17,0.0,2018-01-27 16:36:04,multipart/mixed,NULL,56,1
15,18.181818181818183,2018-01-29 15:46:57,text/html,8bit,52,1
28,0.0,2018-02-01 03:41:12,multipart/alternative,NULL,NULL,1
28,0.0,2018-02-01 06:40:45,multipart/alternative,NULL,NULL,1
40,0.0,2018-02-04 12:04:04,NULL,NULL,NULL,1
17,0.0,2018-02-06 18:23:47,NULL,NULL,NULL,1
15,0.0,2018-02-06 19:01:44,text/html,quoted-printable,NULL,1
19,0.0,2018-02-06 23:27:29,text/plain,quoted-printable,64,1
25,0.0,2018-02-11 16:17:13,multipart/alternative,NULL,NULL,1
25,0.0,2018-02-11 23:49:20,multipart/alternative,NULL,NULL,1
32,0.0,2018-02-12 14:10:13,text/html,quoted-printable,49,1
25,0.0,2018-02-12 17:42:27,multipart/alternative,NULL,NULL,1
27,0.0,2018-02-12 09:40:01,multipart/alternative,NULL,NULL,1
27,0.0,2018-02-12 15:09:52,multipart/alternative,NULL,NULL,1
25,0.0,2018-02-13 14:30:56,multipart/alternative,NULL,NULL,1
20,0.0,2018-02-19 19:29:11,multipart/alternative,NULL,NULL,1
21,0.0,2018-02-19 20:21:54,multipart/alternative,NULL,68,1
17,0.0,2018-02-18 02:51:43,text/html,NULL,NULL,1
16,0.0,2018-02-19 21:50:11,multipart/alternative,NULL,NULL,1
57,0.0,2018-02-20 19:45:16,multipart/mixed,NULL,68,1
16,16.666666666666664,2018-02-23 01:39:12,NULL,NULL,NULL,1
30,0.0,2018-02-23 21:44:49,multipart/alternative,NULL,80,1
60,0.0,2018-02-25 16:24:28,multipart/mixed,NULL,68,1
13,0.0,2018-02-26 20:13:58,multipart/alternative,NULL,NULL,1
23,0.0,2018-02-27 01:38:09,multipart/alternative,NULL,78,1
15,0.0,2018-02-27 07:22:44,multipart/alternative,NULL,NULL,1
15,0.0,2018-02-27 16:16:44,multipart/alternative,NULL,NULL,1
17,100.0,2018-03-01 00:43:03,multipart/mixed,8bit,68,1
14,0.0,2018-03-01 14:12:12,multipart/alternative,NULL,67,1
22,46.15384615384615,2018-03-02 14:39:20,multipart/alternative,NULL,69,1
27,0.0,2018-03-05 04:27:51,text/html,quoted-printable,48,1
26,0.0,2018-03-05 12:57:46,text/html,7bit,37,1
18,0.0,2018-03-05 23:45:52,text/html,quoted-printable,44,1
16,0.0,2018-03-06 04:10:06,multipart/alternative,NULL,NULL,1
32,0.0,2018-03-09 00:26:27,text/html,7bit,51,1
25,0.0,2018-03-09 14:08:17,multipart/alternative,NULL,76,1
17,0.0,2018-03-09 21:09:24,multipart/alternative,NULL,80,1
29,0.0,2018-03-12 01:38:25,text/html,8BIT,NULL,1
19,0.0,2018-03-12 10:47:43,multipart/alternative,NULL,NULL,1
22,0.0,2018-03-13 07:16:48,multipart/alternative,NULL,NULL,1
15,0.0,2018-03-13 09:18:23,multipart/alternative,NULL,35,1
21,0.0,2018-03-14 10:59:25,multipart/alternative,NULL,NULL,1
15,18.181818181818183,2018-03-18 14:34:33,text/html,8bit,54,1
23,0.0,2018-03-19 14:15:46,multipart/alternative,NULL,63,1
15,18.181818181818183,2018-03-21 12:30:42,text/html,8bit,54,1
26,0.0,2018-03-24 05:13:07,multipart/alternative,NULL,NULL,1
20,0.0,2018-03-24 10:37:32,multipart/alternative,NULL,NULL,1
18,0.0,2018-03-29 05:27:15,text/html,quoted-printable,56,1
19,0.0,2018-03-29 01:54:22,multipart/mixed,NULL,NULL,1
38,7.142857142857142,2018-04-04 13:14:39,multipart/alternative,NULL,66,1
19,0.0,2018-04-10 23:29:05,multipart/mixed,NULL,NULL,1
20,0.0,2018-04-11 12:29:04,multipart/alternative,NULL,60,1
29,0.0,2018-04-10 21:54:54,multipart/alternative,NULL,84,1
16,0.0,2018-04-12 00:48:48,multipart/alternative,NULL,NULL,1
16,0.0,2018-04-11 22:19:41,multipart/alternative,NULL,NULL,1
25,0.0,2018-02-17 03:14:25,multipart/alternative,NULL,NULL,1
NULL,NULL,2018-04-19 05:43:06,multipart/alternative,NULL,NULL,1
24,10.526315789473683,2018-04-19 14:46:20,multipart/alternative,NULL,61,1
NULL,NULL,2018-04-19 22:37:46,NULL,NULL,NULL,1
24,0.0,2018-04-20 12:38:45,text/html,quoted-printable,45,1
26,0.0,2018-04-23 11:20:58,text/html,quoted-printable,46,1
18,0.0,2018-04-24 03:24:58,text/html,quoted-printable,44,1
19,0.0,2018-04-24 01:15:33,multipart/mixed,NULL,68,1
19,0.0,2018-04-24 01:06:44,multipart/mixed,NULL,NULL,1
17,0.0,2018-04-24 09:47:51,multipart/alternative,NULL,NULL,1
17,0.0,2018-04-25 03:53:02,multipart/alternative,NULL,NULL,1
24,0.0,2018-04-25 11:52:52,multipart/alternative,NULL,NULL,1
18,0.0,2018-04-23 03:49:43,multipart/alternative,NULL,NULL,1
14,0.0,2018-04-25 19:05:48,text/html,quoted-printable,42,1
14,0.0,2018-04-26 02:54:00,text/html,quoted-printable,42,1
34,8.333333333333332,2018-04-30 15:43:02,multipart/alternative,NULL,64,1
37,0.0,2018-05-01 04:38:46,multipart/alternative,NULL,NULL,1
37,0.0,2018-05-01 05:42:41,multipart/alternative,NULL,NULL,1
26,0.0,2018-05-01 14:31:42,multipart/alternative,NULL,NULL,1
15,0.0,2018-05-03 03:24:02,multipart/alternative,NULL,NULL,1
30,0.0,2018-05-03 14:54:33,multipart/alternative,NULL,69,1
14,0.0,2018-05-04 00:28:59,multipart/alternative,NULL,NULL,1
29,0.0,2018-05-05 01:07:10,multipart/alternative,NULL,NULL,1
24,0.0,2018-05-07 08:30:36,multipart/mixed,NULL,NULL,1
18,0.0,2018-05-08 01:53:56,multipart/alternative,NULL,NULL,1
24,0.0,2018-05-08 23:18:25,multipart/mixed,NULL,NULL,1
19,0.0,2018-05-10 00:08:42,multipart/alternative,NULL,59,1
55,0.0,2018-05-12 18:10:23,NULL,NULL,NULL,1
50,10.0,2018-05-12 23:48:45,multipart/related,NULL,44,1
15,0.0,2018-05-13 19:23:19,multipart/alternative,NULL,NULL,1
28,0.0,2018-05-17 00:39:40,text/html,quoted-printable,52,1
20,0.0,2018-05-17 12:09:09,multipart/mixed,NULL,29,1
24,0.0,2018-05-21 12:54:52,multipart/related,NULL,40,1
13,0.0,2018-05-22 05:38:03,multipart/related,NULL,41,1
34,0.0,2018-05-22 13:02:08,text/html,quoted-printable,57,1
38,0.0,2018-05-22 11:07:25,text/html,quoted-printable,50,1
15,225.0,2018-05-22 14:10:11,multipart/alternative,NULL,68,1
19,0.0,2018-05-23 09:29:19,multipart/alternative,NULL,NULL,1
16,0.0,2018-05-24 00:58:30,multipart/alternative,NULL,NULL,1
23,0.0,2018-05-26 11:56:23,text/html,quoted-printable,47,1
17,0.0,2018-05-27 07:02:06,multipart/alternative,NULL,NULL,1
23,0.0,2018-05-27 13:35:43,multipart/alternative,NULL,NULL,1
24,0.0,2018-05-28 05:26:45,text/html,quoted-printable,47,1
15,0.0,2018-05-28 10:50:30,multipart/alternative,NULL,42,1
17,16.666666666666664,2018-05-28 18:26:24,multipart/alternative,NULL,60,1
35,0.0,2018-06-01 05:00:20,text/html,NULL,NULL,1
23,0.0,2018-06-01 06:51:21,multipart/alternative,NULL,NULL,1
19,0.0,2018-06-05 17:05:33,multipart/alternative,NULL,60,1
16,0.0,2018-06-07 11:23:44,text/html,quoted-printable,44,1
24,10.526315789473683,2018-06-07 17:28:52,text/plain,quoted-printable,74,1
16,0.0,2018-06-10 03:19:26,text/html,quoted-printable,44,1
21,0.0,2018-06-04 05:01:33,multipart/alternative,NULL,NULL,1
16,0.0,2018-06-11 04:24:23,text/html,quoted-printable,44,1
22,0.0,2018-06-11 12:28:53,multipart/alternative,NULL,63,1
36,7.6923076923076925,2018-06-13 15:46:51,multipart/alternative,NULL,66,1
16,0.0,2018-06-14 06:26:56,text/html,quoted-printable,44,1
37,14.814814814814813,2018-06-17 08:08:22,multipart/related,NULL,44,1
20,0.0,2018-06-18 18:40:15,multipart/alternative,NULL,NULL,1
14,0.0,2018-06-23 18:06:12,multipart/alternative,NULL,NULL,1
21,0.0,2018-06-25 13:11:06,multipart/alternative,NULL,NULL,1
21,0.0,2018-06-26 22:11:51,multipart/alternative,NULL,NULL,1
22,0.0,2018-06-27 20:45:13,multipart/alternative,NULL,NULL,1
22,0.0,2018-06-28 00:00:58,multipart/alternative,NULL,NULL,1
20,0.0,2018-07-04 15:15:22,text/html,quoted-printable,NULL,1
23,0.0,2018-04-28 22:32:02,NULL,NULL,53,1
16,0.0,2018-04-30 07:34:33,multipart/alternative,NULL,NULL,1
